,tweet,label
18,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 36, 370, 91, 738, 225]",1
19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 197, 1420, 57, 2, 81, 3]",1
20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 279, 3, 398, 143, 16, 270]",1
21,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2770, 11, 3, 15, 3881]",1
22,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 398, 7, 99, 42, 19, 1147, 524]",1
23,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 40, 11, 3, 153, 117, 372, 132, 5, 5582, 3045, 137, 8, 37, 798, 30]",1
24,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 97, 3, 1319, 5583, 18, 10, 10457, 5584]",1
25,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 22, 920, 15, 2002, 2527]",1
26,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 62, 161, 1184, 23]",1
27,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 770, 11, 22, 18, 2528, 2003, 4, 518, 11, 22, 2, 2322]",1
28,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 105, 2, 3373, 3, 74, 37, 18, 10458]",1
29,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1185, 10, 163, 70, 4, 80, 3, 161, 10, 704]",1
30,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4562, 10, 212, 3, 10, 154, 3, 22, 4563]",1
31,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 373, 92, 98, 102, 8, 5, 212, 16, 33, 10, 212, 12, 122, 36, 1421]",1
32,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 7, 180, 137, 11, 1482, 211, 22, 46, 246, 30]",1
33,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 89, 1877, 60, 310, 7, 22, 3882]",1
34,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 98, 310, 26, 1083, 12, 161, 2, 2323, 23, 11, 32, 7, 2, 1045, 120, 2324, 2, 2325, 23, 11]",1
35,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 11, 97, 3]",1
36,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 180, 270, 8, 370, 2, 3, 91]",1
37,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 392, 641, 386, 79, 59, 97, 977, 28, 12, 1]",1
38,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7115, 680, 125, 19, 288, 2771, 17, 2, 1606]",1
39,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 3883, 121, 13, 67, 153, 71, 42, 19]",1
40,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 751, 121, 40, 22, 1238, 1112, 10, 10459]",2
41,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 254, 2529, 33, 5, 19, 546, 1, 1]",1
42,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 416, 166, 81, 93, 16, 36, 4564, 81, 10460, 25, 111, 416, 532, 136, 1320, 578, 15, 213, 111, 844]",1
43,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2772, 30, 2772, 30, 19, 136, 1005, 642]",1
44,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 712, 2, 666, 17, 11, 22, 36, 694]",1
45,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 14, 2, 7116, 1321, 1]",1
46,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 681, 921, 17, 22, 142, 24, 2, 682, 126]",1
47,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 739, 740, 123, 15, 61, 2152, 154, 22, 288, 137, 8, 36, 247]",1
48,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 12, 117, 856, 2153, 579, 68, 304, 23, 7]",1
49,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 19, 15, 66, 11, 1185, 163, 47, 146, 137, 24]",1
50,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 153, 326, 42, 66, 31, 42, 12]",1
51,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 196, 66, 225, 2326, 19, 152, 196, 180, 106, 56, 12]",1
52,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 4565, 2, 2327, 10461, 31, 149, 12, 4, 370, 91, 554, 73, 2154, 8, 20, 502, 264]",1
53,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 379, 2322, 5585, 42, 12, 71, 10, 441]",1
54,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7117, 10462, 7118, 417, 10463, 134, 254, 17, 42, 183, 19, 33]",1
55,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10464, 295, 66, 519, 368, 8, 330, 15, 12, 301]",1
56,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 7119, 9, 305, 1025, 86, 729, 150, 4566, 24, 26, 2, 5586, 1, 1, 59, 2, 3, 7, 207, 63, 24]",1
57,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 237, 229, 162, 20, 2, 25]",1
58,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 386, 17, 2, 3, 436, 10, 10465, 10466, 4, 15, 21, 741]",1
59,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 4, 135, 63, 14, 36, 163, 9, 37, 1371, 12, 3046, 7120]",1
60,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10467, 4, 417, 5587, 274, 454, 255, 75, 201, 32, 67, 3374, 274, 56, 8, 1026, 26, 3, 28, 2004, 1186]",1
61,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10468, 27, 2, 77, 208, 39, 121]",1
62,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10469, 449, 104, 1483, 2, 22, 14, 317, 79, 70, 319, 285, 21, 1148, 93, 158, 2, 22]",1
63,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2005, 304, 10470, 1607, 1607, 340, 1608, 2155]",2
64,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10471, 56, 97, 170, 713, 29, 3, 23, 181, 12, 1239, 642, 338]",1
65,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10472, 70, 43, 229, 360, 187, 233, 3, 8, 2, 211, 175, 7, 64, 97, 1878, 290, 53, 4, 302]",1
66,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10473, 1607, 1607, 9, 340, 1149]",2
67,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10474, 10475, 171, 2, 580, 57, 63, 42, 2773, 69, 580, 54]",2
68,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7121, 1, 1, 3, 37, 43, 451, 667, 36, 165, 34]",1
69,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7121, 37, 343, 10476, 88, 3, 28, 167, 227, 7, 322, 312, 1372, 4567]",1
70,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10477, 83, 5, 2774, 1776, 845, 459, 59, 92, 48, 978, 15, 2006, 119]",2
71,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10478, 5588, 10479, 145, 95, 69, 615, 3]",1
72,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10480, 158, 10481, 16, 22, 4563, 85, 2, 1546, 10482, 10483, 327, 119]",1
73,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 286, 10484, 1, 9, 159, 1, 105, 8, 99, 11, 483, 4, 34, 1609, 139, 11, 3, 34, 121, 5, 254, 547, 45]",1
74,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10485, 78, 37, 10486, 31, 114, 61, 3047, 3375, 387, 88, 705, 14, 151, 1]",1
75,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10487, 262, 256, 10488, 10489, 21, 14, 2007, 2530]",2
76,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10490, 4, 60, 45, 140, 5589, 54]",1
77,"[0, 0, 0, 0, 10491, 43, 170, 311, 2, 3884, 18, 5, 7122, 9, 104, 140, 62, 32, 11, 46, 49, 18, 86, 205, 8, 36, 61, 22, 40, 1879, 477, 225, 145, 1276]",1
78,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7123, 1, 3376, 10492, 12, 54]",1
79,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10493, 599, 146, 81, 58, 5, 173, 695, 33, 75, 2, 668, 3048, 30, 2, 46, 127, 10494]",1
80,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10495, 5, 1322, 18, 1880, 2156, 237, 2, 22, 26, 47, 10496, 68, 2328]",1
81,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1113, 1, 12, 20, 1881, 8, 330, 15, 66, 38, 81, 11, 45, 180, 10497, 33, 66, 330, 15, 12]",1
82,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10498, 36, 7124, 3, 1607, 1607]",1
83,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10499, 496, 1, 27, 484, 51, 222, 10500, 4568, 204, 267, 2, 25]",1
84,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10501, 390, 2008, 2775, 541, 20, 2, 279, 3, 4569, 1610, 56, 8, 143, 16, 70, 24, 1692, 23, 50]",1
85,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4570, 3049, 1, 1, 452, 10502]",0
86,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10503, 1, 110, 669, 10, 442, 219, 156, 399, 24, 490, 117, 331, 54]",1
87,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10504, 21, 3, 49, 38, 2531, 1422, 10505]",1
88,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10506, 4, 133, 7125, 78, 3]",1
89,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3377, 262, 1, 10507, 1277, 2, 1323, 218, 7, 65, 143, 1277, 2, 1046]",0
90,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7126, 1, 238, 460, 1114, 419, 78]",1
91,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10508, 41, 187, 1047, 1423, 43, 11, 43, 56, 2157, 21, 3, 105, 8, 76]",1
92,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7127, 10509, 1, 11, 46, 49, 385, 11, 25, 54, 278, 435, 54, 1084, 1777, 46, 121, 1084, 1777]",1
93,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10510, 62, 122, 114, 168, 185, 1611, 1324, 12, 63, 32, 39, 138, 356, 93, 30, 57, 1373]",1
94,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3050, 10511, 165, 503, 21, 140, 211, 38, 4, 65, 76, 7128, 9, 45, 1, 7, 165, 283, 10512, 10, 344]",1
95,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5590, 169, 102, 8, 255, 1006, 124, 132, 134, 5, 19, 74, 3378, 24]",1
96,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5590, 18, 10, 205, 8, 37, 78, 3, 16, 75, 2, 289, 212]",1
97,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10513, 1, 70, 147, 7, 106, 360, 16, 478, 4, 153, 56, 2, 371, 374]",1
98,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10514, 32, 10515, 380, 291, 30, 26, 670, 5591, 19, 98, 47, 86, 497, 752, 525, 4, 1085, 15, 15, 10516]",1
99,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10517, 70, 137, 68, 2009, 3051, 22]",1
100,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3885, 7129, 21, 46, 1, 327, 3, 80, 694, 23, 61, 5592, 45, 1278]",1
101,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1484, 1187, 1, 112, 7, 64, 4, 49, 3379, 11, 533, 45, 8, 7, 57, 7, 49, 169, 7130, 3, 2001]",1
102,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1484, 1187, 129, 16, 93, 2, 564, 442, 91, 7131, 1485, 38, 4, 315, 36, 13, 183, 888, 119, 3, 35, 1424, 16, 284]",1
103,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10518, 3380, 1325, 14, 34, 101, 1007, 8, 76, 400, 374, 23, 1486]",1
104,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10519, 3381, 1487, 33, 48, 35, 105, 8, 330, 15, 2, 25, 34, 443, 267, 10520, 10521, 1278]",1
105,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10522, 275, 69, 299, 542, 14, 7132, 165, 134, 275, 19, 1086]",1
106,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10523, 22, 5593, 22, 5594, 5594, 1]",1
107,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10524, 10525, 643, 55, 313, 472, 88, 1, 117, 26, 31, 222, 110, 1882, 565, 13, 5, 2776]",1
108,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10526, 62, 1115, 8, 68, 10527, 4571, 12, 39, 44, 979, 9, 1048, 8, 5, 233, 15, 2, 10528, 3]",1
109,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10529, 1, 98, 5, 3, 485, 714, 4572, 496]",1
110,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7133, 1, 89, 77, 295, 10530, 25, 2158, 55, 23, 1, 908]",0
111,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10531, 5, 37, 20, 318, 26, 42, 12, 358, 696]",1
112,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7134, 196, 246, 30, 504, 93, 16, 3]",1
113,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10532, 4, 100, 2, 27, 554, 421, 17, 3]",1
114,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10533, 2159, 44, 12, 13, 5, 1116, 33, 4, 35, 170, 10534, 715, 14, 459, 29, 430]",1
115,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7135, 1374, 660, 23, 5, 503, 1, 21, 14, 175, 5, 71, 697]",2
116,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10535, 141, 193, 75, 3, 4, 35, 37, 26, 10536]",1
117,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10537, 48, 109, 713, 16, 11, 473, 28, 654, 186, 31, 4, 227, 92, 49, 3, 10538, 54]",1
118,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10539, 27, 101, 583, 120, 9, 27, 2, 252, 7136, 38, 27, 2329, 9, 56, 4573]",2
119,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10540, 10541, 18, 3886, 1008, 380, 600, 81, 301, 4, 63, 11, 22, 45, 159, 130]",2
120,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1612, 5595, 2330, 3052, 10542, 75, 3053, 1188, 2777, 3887, 39, 51, 1188, 2777, 3887]",2
121,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10543, 2532, 1, 1547, 208, 35, 306, 1547, 8, 16, 54]",1
122,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10544, 75, 341, 75, 5, 1613, 52, 82, 79, 18, 4, 227, 7137, 9, 95, 111, 2778, 1, 716]",2
123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10545, 1, 4, 260, 92, 375, 186, 941, 16, 85, 110]",1
124,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2779, 21, 5, 4, 231, 1548, 616, 18, 166, 9, 444, 3382, 2010, 3888, 2780, 2160]",2
125,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 533, 1693, 4, 227, 76, 23, 2, 202, 28, 3, 18, 10, 3889, 200]",1
